image_id,premise,hypothesis,hypothesis_syn,label
228336,There are towels hanging over the edge of the bathtub.,sill,sill.n.01,1
453989,A group of people enjoying a day at the beach.,blue balloons,balloon.n.01,0
187230,People at the zoo looking at the elephants ,bag,bag.n.01,0
419780,Cattle roaming and grazing in a green grassy field.,fur,fur.n.01,1
472432,Three different types of wine in three wine glasses on a white piece of paper on a bar. ,bed,bed.n.01,0
143616,Multiple multi-colored railroad cars stacked upon each other,spots,topographic_point.n.01,0
540503,Several people are in the surf of the ocean while a ship is far away in the background.,vent,vent.n.01,0
385401,A table topped with three laptop computers and a persons  hands.,cords,cord.n.01,1
361356,"A beautiful fruit arrangement sits on the long, narrow table.",pot,pot.n.01,1
313543,A fishing boat with a pelican sitting atop.,head,head.n.01,0
204407,The sun shining through the windows into a living room.,water,water.n.01,0
532975,A dog and a cat on the floor touch paws,cat,cat.n.01,1
41645,A STOVE THAT HAS CUT UP CARROTS AND COOKIES ON THE COUNTERS,ear,ear.n.01,0
560978,Group of people posing for a picture holding cell phones.,smartphone,,1
466992,Several street signs including traffic signs and parking directions.,statue,statue.n.01,0
157434,A train traveling along a snow covered country.,sticker,gummed_label.n.01,0
318783,A bunch of kids are practicing baseball at the school tracking field. ,child,child.n.01,1
229779,The man is surfing high up on a wave.,ocean,ocean.n.01,1
157017,The me are riding their skateboards down the ramp. ,poster,poster.n.01,1
262777,Birds in the sky and on a bar in an alleyway.,building,building.n.01,0
47684,A man wearing a backpack stands in front of a urinal.,pipe,pipe.n.01,1
370661,A surfboard sitting on the sand of a beach while people walk by the ocean.,sky,sky.n.01,0
518748,A person at the top of a hill about to ski down it.,restaurant,restaurant.n.01,0
386304,A woman has a sausage on a fork and a plate of pancakes.,shirt,shirt.n.01,0
483090,a person flying a kite on a beach,sky,sky.n.01,0
76009,Several airplanes in a hanger surrounded by support vehicles,airplane,airplane.n.01,1
215003,Boys playing frisbee in a park on a sunny day ,curtains,curtain.n.01,0
261189,The woman is playing tennis on the tennis court. ,ground,land.n.04,1
150477,"On a baseball field, a man in a helmet is holding a bat with a baseball in the air in front of him while a man in the distance is leaning forward and a man next to him is facing the ball wearing protective gear.",man,man.n.01,1
143629,a person is holding a bat behind their head,shoe,shoe.n.01,0
560787,A group of young boys playing a game of soccer.,flower,flower.n.01,0
148122,"A desk holding a computer monitor, keyboard, speakers, television and vcr.",keyboard,keyboard.n.01,1
101630,Granite counter with wooden drawers and white porcelain sink.,person,person.n.01,0
483378,A kid practices hitting tennis balls on a court.,shadow,shadow.n.01,0
295762,a mirror shows a person and bus in it ,window,window.n.01,0
263042,A woman stands with an elephant for a picture. ,boy,person.n.01,1
157260,a line of very tall buildings next to a clock tower,umbrella,umbrella.n.01,1
576518,A crowd watches a batter at a baseball game.,sign,sign.n.02,0
559747,A big commercial air plane near some vehicles.,name,name.n.01,1
402451,A tennis player jumps in the air as swings at a ball.,hat,hat.n.01,0
461609,A solar car charging station on a city street.,windows,window.n.01,1
405316,A police officer rides a motorcycle in front of a building.,pedestrians,people.n.01,1
541746,A bird flying in the sky over the mountains. ,wing,wing.n.01,1
143522,A family of kites and some others that are much smaller flying in the air.,kite,kite.n.03,1
187334,Sheep grazing in a grassy field by itself. ,head,head.n.01,1
502178,Two giraffes wander around in a grassy plain,bush,shrub.n.01,1
447684,A bovine with horns is shown standing in a field.,nostril,nostril.n.01,1
423850,A pretty woman holding a camera walking amongst a crowd.,woman,woman.n.01,1
538537,A woman pouring wine into a wine glass at a restaurant with another woman in the foreground. ,elephant,elephant.n.01,0
210251,A large white bear on some rocks on the ground.,purse,bag.n.04,0
254136,A young boy holding a phone while standing behind a blue wall.,vent,vent.n.01,1
391397,Overhead highway signs in multiple scripts in India.,white vehicle,,1
260500,A young male baseball player swinging a bat.,sleeve,sleeve.n.01,1
330426,People walking down sidewalks using their umbrellas to stay dry.,blue van,van.n.05,1
35774,"A cat lying in a suit case filled with clothes, and a bag with initials on it.",dispenser,dispenser.n.01,0
430114,A view of a rainbow over a city from a picnic bench.,balcony,balcony.n.01,1
341290,A bird standing on a scratched wooden surface.,stone,rock.n.01,0
530786,A picture of a boat that is in the water.,building,building.n.01,1
300383,Young adult woman getting ready to play tennis with racket in hand.,head,head.n.01,1
258552,A sign letting readers know that the bike lane is ahead. ,clocks,clock.n.01,0
191338,A person holding a knife on a cutting board.,brass,brass.n.01,0
282042,Three women walk down a city street on a sunny day.,scarf,scarf.n.01,0
308086,A young man is playing with frisbees on the lawn.,head,head.n.01,1
574645,A group of people skating around small cones,man,man.n.01,1
510460,An orange cat looking out a sunny window.,bag,bag.n.01,0
313186,Boy posing with a kite that depicts an orca whale.,team,team.n.01,0
429935,A man and woman holding hands while surfing,sky,sky.n.01,1
468956,A child laying in bed holding a book.,bed,bed.n.01,1
534166,People standing at display with computers and a television.,dead grass,grass.n.01,0
77018,A group of people standing around a beach.,clouds,cloud.n.01,0
21175,some cars driving on the road during the sunset,logo,logo.n.01,0
10710,A baseball player holding a bat next to home plate.,hill,hill.n.01,0
518098,Two giraffes  in a grass and dirt enclosure.,eye,eye.n.01,1
257946,Two cats sitting next to each other on top of a fridge ,cabinet,cabinet.n.01,1
249441,An airplane is sitting on an airport runway. ,drain,drain.n.01,1
454813,two men seated on a table with pens and others watching,suit,suit.n.01,1
125380,A horse that is walking inside of the water.,tile,tile.n.01,0
319822,three women stand next to surfboards and talk,baseball caps,baseball_cap.n.01,1
127632,an image of a man going on the ocean waves,wave,wave.n.01,1
246496,A white plate with a hamburger and an egg on it's bun.,letters,letter.n.01,0
52036,A little kid that is sitting on the ground.,top,,1
81571,a couple of big giraffes out in the middle of people,jersey,new_jersey.n.01,0
124230,Two sheep standing in a grassy field on a cloudy day. ,grass,grass.n.01,1
258344,a person taking a photo of a cat on a car ,head,head.n.01,1
277263,A man in a blue shirt stands on a sidewalk in a large city.,sand,sand.n.01,0
269541,People in a market shop for or sell bananas.,man,man.n.01,0
296161,A big fat black kitty relaxes in a blue chair.,ear,ear.n.01,1
573388,A blue and white airplane flying in a blue cloudless sky.,eyes,eye.n.01,0
354144,A person skiing down the slopes at a ski resort.,flag pole,,1
438477,A man and women dressed up in clothes from the past.,bicycle,bicycle.n.01,0
527786,A young skateboarder rides a skateboard on a ramp,chin,chin.n.01,0
97883,Plate with finished ravioli and orange at a restaurant.,napkin,napkin.n.01,1
341448,a girl standing on a skateboard in the middle of the playground,wall,wall.n.01,1
87210,A boat is floating on a lake surrounded by mountains with glaciers. ,person,person.n.01,1
209918,a half eating pizza that is on a pizza pan,nose,nose.n.01,0
114178,A macro shot of a crepe and fork on a plate.,plate,plate.n.04,1
431972,"woman in kitchen cutting up a watermelon with knive
",shirt,shirt.n.01,0
374955,A man  flying a large pink and black kite,bananas,banana.n.01,0
66628,Apples cheese and crisp were served on the plate.,sign,sign.n.02,0
11826,A baseball player swinging a bat at a baseball game. ,windows,window.n.01,0
480797,a child sleeping on a bike seat near water,pizza,pizza.n.01,0
37169,A regular bus and a double decker bus travelling on the same street. ,woman,woman.n.01,0
294410,The silhouette of a surfer rides a wave on a board in the ocean.,waves,wave.n.01,1
31010,A small yellow and blue bird with a curved beak.,nose,nose.n.01,1
543515,"A cat riding on the back of a dog
",person,person.n.01,1
26812,a couple of bananas with a pile of apples between them.,apples,apple.n.01,1
275817,there are two sheep on the green ground.,flags,flag.n.01,0
44251,Old white refrigerator sitting between wooden cabinets in kitchen. ,snowboard,snowboard.n.01,0
350557,A man is sitting on a bench using a laptop.,text,text.n.01,0
513943,"A picture of a tennis racket, man standing on a tennis court and a building in the background.",clock,clock.n.01,0
292081,a pole with some street signs on it sit in front of a building ,6av,sign.n.02,1
143439,two planes on the airport standing with some people in,plane,airplane.n.01,1
565042,a small dog staring into the camera as it sits down,desk,desk.n.01,1
364806,a pair of boats in the water next to a beach,sky,sky.n.01,1
266597,A train is moving along on a track.,wheels,wheel.n.01,1
221883,A different color train going down the train track,pizza,pizza.n.01,0
404877,A small airplane at parked in a stationary position.,plane,airplane.n.01,1
13215,Small Prop plane drives along the runway in the day.,runway,track.n.09,1
543411,A couple of people laying on top of surf boards near the shoreline.,green surfboard,surfboard.n.01,1
202629,a bull turning it's head in a green grassy area.,cow,cow.n.01,1
163591,Shoppers have a look at luggage in a store.,bench,bench.n.01,0
253686,A girl in brightly colored clothes hides her head in an umbrella,chain,chain.n.01,0
512764,A guy stands in a field working with a kite. ,shoe,gym_shoe.n.01,1
49877,A variety of fruit in a metal basket,dot,point.n.09,1
158686,"A tray of vegetables containing lettuce, broccoli and carrots.",mountain,mountain.n.01,0
92445,A hummingbird hanging onto a red hummingbird feeder.,flower,flower.n.01,1
379630,A living room with a sliding grass door and balcony.,curtain,curtain.n.01,1
180350,a motorcycle parked in a city street ,road,road.n.01,1
402891,A person on some skis in the snow.,person,person.n.01,1
349603,a fire hydrant outside is painted in different colors,sky,sky.n.01,0
361659,a large crowd of people is outside a building,bike,bicycle.n.01,0
372959,The backsides of three zebra's grazing in a field.,boat,boat.n.01,0
304134,Bicyclists and pedestrians near roadway with adult directing traffic in city area.,chairs,chair.n.01,0
167045,An elephant with a medium sized bird on his back is eating brush.,tusk,ivory.n.01,1
26801,A very nicely set round dining table with flowers.,tire,tire.n.01,0
282583,A banana and a yellow apple in a woven basket ,banana,banana.n.01,1
548731,A stop sign sits on the corner on a cloudy day,light,light.n.01,1
346090,A man sitting on a toilet outside near a wall with a sign on it. ,sky,sky.n.01,0
8531,A little pot is filled with assorted gardening items,bush,shrub.n.01,0
478195,The vase is decorated with a colorful design. ,petal,petal.n.01,0
24813,The man holding a surfboard is walking towards a beach covered with foam.,wet suit,suit.n.01,1
456245,Several men riding in a canoe across the water ,skyscraper,skyscraper.n.01,0
388391,Two birds sitting on a park bench in a grassy field.,spoon,spoon.n.01,0
13916,The hotel room is clean and ready for guests to use.,mirror,mirror.n.01,1
301648,A man playing tennis is holding the racket ready.,court,court.n.01,1
535552,A man riding a skateboard through the air near buildings.,rectangular slab,slab.n.01,0
343322,The antique cars are traveling down main street.,car,car.n.01,1
405849,A crowd of people riding on a  bus traveling down a street.,street,street.n.01,0
232047,A red double decker bus parked on the side of a street.,red bus,bus.n.01,1
