image_id,premise,hypothesis,hyp_rel,label
437908,A boardwalk scene with focus on several benches.,a bench on a boardwalk.,"[[2448097, u'ON', u'along.r.01', 3840448]]",1
24779,A fire hydrant and a house and a street.,brown roof on house,"[[3555552, u'OF', None, 2791931]]",1
565446,People are walking on the street next to a beach. ,a woman hanging onto a rope,"[[492901, u'hanging onto', u'be.v.01', 492923]]",1
448780,A girl with an umbrella is jumping high.,a candle on a table ,"[[960234, u'ON', u'along.r.01', 960238]]",0
367367,These three people just came from a wedding,A teddy bear on a sheep,"[[725314, u'ON', u'along.r.01', 725312]]",0
159948,Man with luggage stands around bikes and a no children zone sign,The graffiti on the black wall,"[[1099034, u'ON', u'be.v.01', 1099035]]",1
252919,A herd of sheep grouped together with a dog nearby.,The sheep are being guarded by a dog,"[[589190, u'guarded by', u'by.r.01', 589192]]",1
521175,A building in London with a clock on the front and side of it.,a clock on a tower,"[[1999163, u'on a', u'along.r.01', 1999164]]",1
63206,A traffic light with a street sign attached to it's side.,sign on side of pole,"[[1335876, u'ON', u'along.r.01', 1335884]]",1
164001,Two cups of coffee and a dessert sitting on a table.,wires beneath table,"[[1153805, u'beneath a', u'be.v.01', 1153803]]",0
17967,A group of people sitting around a living room together.,woman in a chair,"[[3515901, u'IN', u'in.r.01', 3042221]]",1
180470,a statue of a person holding a umbrella ,coat and vest of statue,"[[3939289, u'OF', None, 3478202], [3478203, u'OF', None, 3478202]]",1
366064,"A woman dressed in a button up white shirt, suit and necktie.",lady wearing green shoes ,"[[322878, u'WEARING', u'wear.v.01', 322840]]",0
135806,An airplane sits alone on the runway. ,Tires of a plane,"[[1605464, u'OF', None, 3797628]]",1
239139,The birds sit and fly in the top of a large tree.,a long necked bird in a tree,"[[2379450, u'IN', u'in.r.01', 2379452]]",1
269168,A type of tabletop oven that is brand new.,red number on sticker,"[[2154099, u'ON', u'along.r.01', 3588534]]",1
472609,The meal is prepared and ready to be eaten. ,meat on a bun,"[[3230562, u'ON', None, 3230563], [3230562, u'ON', None, 3230564]]",1
10125,A clock tower in a very old black and white photo.,bushes growing on the roof,"[[1878702, u'growing on', u'turn.v.07', 3683913]]",1
532036,A black and yellow train that is sitting on a track.,front windshield of train,"[[499804, u'has a', u'have.v.01', 499810]]",1
60117,A herd of sheep laying on top of grass.,pink cup on table,"[[3426913, u'ON', u'along.r.01', 3426914]]",0
350514,A bunch of people at the train station during the day.,a man carrying bags,"[[3814440, u'carrying', u'transport.v.02', 3814441]]",1
414046,A woman leading a cow with a rope into a stable.,cow is on grass,"[[790171, u'ON', u'along.r.01', 790172]]",1
311667,A lady adjusting the tie and collar of a little boy.,dark shadow of pole on sidewalk ,"[[808804, u'on top of', u'along.r.01', 808801], [808804, u'cast by', u'roll.v.12', 808773]]",0
267064,a traffic light at a busy intersection in a city,long line of cars on street,"[[434078, u'IN', u'be.v.01', 434032]]",1
11029,Two women hold a stuffed toy together by a bed.,a garbage can with a lid,"[[925300, u'has', u'have.v.01', 925301]]",0
84120,A well balanced meal on a ceramic plate.,person on non motorized bike,"[[952958, u'on a', u'along.r.01', 952959]]",0
217793,Beach chairs under umbrellas sit on the beach.,girl wearng blue jacket and red pants,"[[1261456, u'WEARING', u'be.v.01', 1261435], [1261456, u'wearing a', u'be.v.01', 1261459]]",0
385405,three people in a warehouse type environment ,bird is in the cage ,"[[1009130, u'in a', u'in.r.01', 1009128]]",1
425062,"A young man conducts an outdoor science experiment.
",the ear of a cow,"[[1832768, u'OF', None, 1832764]]",0
433441,women cooking food in large bowls outdoors ,a hand holding a phone ,"[[2254283, u'holding', u'have.v.01', 2254284]]",0
281763,A bathroom that is white with a shower door.,Mirror above silver faucet,"[[904307, u'above', u'above.r.01', 904306]]",1
328121,Two zebras are grazing on the green grass.,the head of a cow,"[[2316245, u'has', u'have.v.01', 2316240], [2316246, u'has', u'have.v.01', 2316241], [2316247, u'has', u'have.v.01', 2316242], [2316248, u'has', u'have.v.01', 2316243], [2316249, u'has', u'have.v.01', 2316244]]",0
506169,"a tall tower with a clock near the top of it
",window behind the bed,"[[1908612, u'behind', u'behind.r.01', 2516296]]",0
10546,A baseball and gym bag on a grass field.,bush of weeds between road and track,"[[543230, u'beside', None, 543227], [543230, u'beside', None, 543231]]",0
485044,The black cat likes to nap near any electronic device.,white plate full of roasted veggies on white table,"[[3205703, u'full of', u'fully.r.01', 2899124], [3205703, u'ON', u'along.r.01', 3854878]]",0
259235,A traffic light and sign under many wires.,sky is full of electrical lines ,"[[2542713, u'has', u'have.v.01', 2542714], [2542713, u'has', u'have.v.01', 2542715], [2542713, u'has', u'have.v.01', 2542716], [2542713, u'has', u'have.v.01', 2542717], [2542713, u'has', u'have.v.01', 2542718]]",1
34120,Several people in a living room with game controllers.,Cows are stuck behind the tall fence,"[[2874988, u'stuck behind', u'stay.v.02', 2874993], [2874989, u'stuck behind', u'stay.v.02', 2874993], [2874990, u'stuck behind', u'stay.v.02', 2874993], [2874991, u'stuck behind', u'stay.v.02', 2874993], [2874992, u'stuck behind', u'stay.v.02', 2874993]]",0
424370,"A white jet flying close to the ground.
",woman in shorts playing game,"[[914173, u'WEARING', u'wear.v.01', 914180]]",0
477336,decadent chocolate and a scoop of ice cream ready to be eaten,part of a table,"[[987143, u'has', u'have.v.01', 987149]]",1
498436,Slices of pizza on plates and drinking glasses.,donut on top of other donut,"[[1843686, u'on top of', u'along.r.01', 1843687]]",0
556638,Giraffe stretching its neck out to reach green leaves on a pole. ,the head of a giraffe,"[[460753, u'has', u'have.v.01', 460763]]",1
409143,Sheep are standing in a field with tall grass.,A group of sheep in tall grass,"[[2922615, u'IN', u'in.r.01', 2922616]]",1
282998,a bed with an open laptop on top of the bed.,white soccer kit with a red number 5 on the shirt,"[[417428, u'ON', u'along.r.01', 417429]]",0
13092,A person is riding a horse at sundown.,shadow of bridge in the water,"[[3105326, u'IN', None, 3105327]]",0
107941,A sign that reads winchester and new maket,Blue ocean with waves coming into shore,"[[3744358, u'coming on to', u'arrive.v.01', 3744359], [3744357, u'has', u'have.v.01', 3744358]]",0
544780,Three horse and riders running along the beach.,Golden brown doughnuts in a box,"[[2822566, u'in a', u'in.r.01', 2822567]]",0
115316,A group of people eating food in a restaurant.,leaves on the ground ,"[[3473698, u'ON', u'along.r.01', 3473699]]",0
184143,A person riding a board in the  middle of the ocean.,a man in the ocean,"[[3149616, u'IN', u'in.r.01', 3422621]]",1
374685,many cages hanging holding either purses or birds,Birdcage used in display,"[[702853, u'has', u'have.v.01', 702854]]",1
272396, a man holding onto a kite with both hands with a black dog standing behind him ,Sand on the beach,"[[3762976, u'ON', u'along.r.01', 789929]]",1
199609,The tennis player is holding her racquet with both hands. ,tennis player wears blue skirt,"[[429438, u'wears', u'wear.v.01', 429434]]",1
82275,A group of passengers is climbing a ladder to board a plane,the plane has a windshield,"[[2379325, u'has a', u'have.v.01', 2235123]]",1
449847,Guy sits in traffic on a motorcycle behind a car,windows on the tower,"[[2549269, u'ON', u'along.r.01', 3661636]]",0
439720,An umbrella around the corner in a subway ,sign on the wall,"[[3452499, u'ON', u'along.r.01', 3181950]]",1
70295,A smiling person with two parrots on him.,man with two birds on him,"[[2629812, u'ON', u'along.r.01', 3614271], [2629813, u'ON', u'along.r.01', 3614271]]",1
476499,A train that is passing through a stop.,a red train on the tracks,"[[3128794, u'ON', u'along.r.01', 3128795]]",1
502857,A first baseman stands with his hand in his glove as the crowd looks on from the stands in the background. ,A person on some snow.,"[[1594088, u'on some', u'approximately.r.01', 1594093]]",0
200642,A herd of elephants stands in an enclosure.,yellow lines in the street,"[[3888565, u'are on', u'be.v.01', 3888566]]",0
343012,the bathroom has red carpets and pink curtains,The burner on top of the stove,"[[3400432, u'ON', u'along.r.01', 3193526]]",0
414904,A surfer dressed in black next to a blue surfboard.,WOMAN WITH ARM AROUND SURFBOARD,"[[2417943, u'with', None, 2417944]]",1
449455,A piece of cake with icing on a plate. ,white plate in hand,"[[2817290, u'IN', None, 2791691]]",1
27907,A man standing next to a young boy on a field.,The boy is wearing a black helmet.,"[[3719549, u'wears', u'wear.v.01', 1851461]]",1
532461,Several air planes are on a foggy runway. ,a flag on a building,"[[2743084, u'on an', u'along.r.01', 2743085]]",0
476431,People fly kites on a very cloudy day.,pants on woman on field,"[[819133, u'WEARING', u'wear.v.01', 819134]]",1
240062,A man in ski gear is standing out in the snow.  ,the beach with golden sand,"[[380472, u'has', u'have.v.01', 380471]]",0
311667,A young boy dressed in a suit for choir.,The drapes are covering the window,"[[1561617, u'are covering', u'be.v.01', 1561618]]",0
452183,Yellow and blue train on tracks in nature,Trees beside the train,"[[534333, u'near', u'about.r.07', 534331]]",1
87151,A young girl holding a Wii controller setting on a chair.,Little girl wearing a green short sleeve t shirt and light blue jeans,"[[2416689, u'ON', u'along.r.01', 1735397], [2416689, u'ON', u'along.r.01', 1735398]]",1
449776,A boy stands on a stool to blow out the candles on his birthday cake.,man on a skateboard,"[[446892, u'on top of', u'along.r.01', 446884]]",0
157434,A train traveling along a snow covered country.,tracks are snow covered,"[[723563, u'covered in', u'traverse.v.01', 723566]]",1
96091,A horse with long hair stands in a barn underneath a window.,A man wearing white sunglasses.,"[[379817, u'WEARING', u'wear.v.01', 379818]]",0
255088,A person looks down at the urinal on the ground.,the mouth of a girl,"[[833555, u'has', u'have.v.01', 833562]]",0
217247,The black cat sat on the edge of the toilet seat.,a crowd of people in a field.,"[[2017182, u'IN', u'in.r.01', 3684184]]",0
288274,A kitten laying in a loafer alongside another fluffy kitten.,Foot of tennis player,"[[946675, u'has a', u'have.v.01', 946677]]",0
32468,A tropical bird standing on a bunch of bananas. ,The foot of a parrot,"[[2190363, u'ON', u'along.r.01', 2190364]]",1
425988,Two ducks are swimming on the lake next to each other.,reflection from light on oven,"[[3666151, u'IN', u'in.r.01', 3285818]]",0
530546,woman touching a dogs ear at a park,to dogs on leashes,"[[1211893, u'ON', u'along.r.01', 1211880]]",1
319160,A close up of the torso of a giraffe. ,Belly of large animal,"[[2805791, u'OF', None, 2292350]]",1
579659,A room filled with dining tables and chairs.,Bar with molding,"[[1140507, u'ON', u'along.r.01', 1140508]]",0
44663,An old bench is sitting in the woods.,Old bench is sitting amidst the foliage.,"[[777882, u'among', None, 777889]]",1
406061,Two stacks of towels are laid out on a bed.,white towels on a bed,"[[1349339, u'stacked on', u'along.r.01', 1349338]]",1
504980,A piece of cheese cake with blueberry topping and a cup of coffee.,wooden slats in a chair,"[[340107, u'IN', u'in.r.01', 340095]]",1
144115,Some very cute polar bears swimming in water.,three people standing on a sidewalk,"[[1034226, u'on a', u'along.r.01', 1034227]]",0
562082,Boy playing with large throwing disk on the beach.,The boy is wearing a shirt.,"[[333181, u'WEARING', u'wear.v.01', 333197]]",1
89112,A cute little girl that is trying to eat some spaghetti for lunch.,windows on side of bus,"[[2043380, u'on side of', u'along.r.01', 1979587]]",0
228671,A girl hitting a tennis ball on a court.,Grass is on the ground,"[[1160048, u'located on', u'be.v.01', 1160055]]",0
460903,A woman wearing snowshoes poses on a snowy mountain.,the woman has orange hair,"[[3301161, u'with', None, 3301162]]",1
398575,Stop light laying on the ground at a street corner.,B in the word BUILDING on a clock,"[[3533016, u'ON', u'along.r.01', 2122978]]",0
529802,Barrels of apples are aligned at a food stand.,a spoon on a napkin,"[[149468, u'ON', u'along.r.01', 149469]]",0
279334,"A zebra enclosure, in front of one for rhinos at a zoo.",a window in a house ,"[[386017, u'IN', u'in.r.01', 386018]]",0
517565,An empty bathroom with the toilet seat up.,Clear shower curtain in bathroom.,"[[795178, u'inside of', u'inside.r.01', 795179]]",1
201116,Snowboarder sitting in the snow on top of a mountain.,person sitting on snow bank have on black mitten,"[[2353911, u'sitting on', u'sit.v.01', 3886550], [2630320, u'ON', u'along.r.01', 2353911]]",1
233630,A guy on a skate board doing a trick on a path.,Black skateboard on ground.,"[[240602, u'ON', u'along.r.01', 240609]]",1
440133,A zebra that is standing up in the dirt.,Men wearing black jackets.,"[[1136413, u'ON', u'along.r.01', 1136393]]",0
516823,Picture of a red fire hydrant in front of several trees that have been rolled with toilet paper,boxes of raisins on the table,"[[2931014, u'ON', u'along.r.01', 2180571], [2931015, u'ON', u'along.r.01', 2180571], [2931016, u'ON', u'along.r.01', 2180571], [2931017, u'ON', u'along.r.01', 2180571]]",0
547387,A very old Rusty car in the grass.,the windshield on the truck,"[[3013940, u'ON', u'along.r.01', 2055528]]",1
412198,Three grown giraffes walking together near tall trees,glasses on a woman's face,"[[3820246, u'ON', u'along.r.01', 3820247]]",0
169245,A baby elephant being touched by a woman from cage,shirt on the man,"[[2578533, u'ON', u'along.r.01', 2578534]]",1
515550,A stern man is speaking in the center of a political rally.,a window on the door ,"[[2150954, u'ON', u'along.r.01', 2150955]]",0
